scientific.name,original_scientific,genus,species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,maximum_longevity_y,weaning_d,incubation_d,fledging_age_d,longevity_y,male_maturity_d
Corvus tasmanicus,,Corvus,tasmanicus,-999,4,-999,21.8,-999,-999,-999,21.8,-999
Falsistrellus tasmaniensis,,Falsistrellus,tasmaniensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Saiga tatarica,,Saiga,tatarica,305.5697,1.575,1.05,12,86.25656,-999,-999,12,-999
Eryx tataricus,,Eryx,tataricus,-999,13,-999,24.7,-999,-999,-999,18.3,-999
Crypturellus tataupa,,Crypturellus,tataupa,-999,4.5,2,-999,-999,19,-999,-999,-999
Thylamys tatei,,Thylamys,tatei,-999,13,2,1.583333333,-999,-999,-999,1.583333333,-999
Dactylopsila tatei,,Dactylopsila,tatei,-999,1.52,1.1,9.6,-999,-999,-999,9.583333333,-999
Premnoplex tatei,,Premnoplex,tatei,-999,2,-999,-999,-999,-999,-999,-999,-999
Neusticurus tatei,,Neusticurus,tatei,-999,2,-999,-999,-999,-999,-999,-999,-999
Aegotheles tatei,,Aegotheles,tatei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Eptesicus tatei,,Eptesicus,tatei,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cabassous tatouay,,Cabassous,tatouay,-999,-999,-999,-999,-999,-999,-999,-999,-999
Microtus tatricus,,Microtus,tatricus,-999,2.91,-999,-999,-999,-999,-999,-999,-999
Propithecus tattersalli,,Propithecus,tattersalli,1642.5,-999,-999,20.45833333,155,-999,-999,20.22916667,-999
Trimorphodon tau,,Trimorphodon,tau,-999,-999,-999,4.8,-999,-999,-999,4.8,-999
Oligosoma taumakae,,Oligosoma,taumakae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Emoia taumakoensis,,Emoia,taumakoensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Colobodactylus taunayi,,Colobodactylus,taunayi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Podarcis tauricus,,Podarcis,tauricus,-999,4.7,1.85,-999,-999,59.5,-999,-999,-999
Connochaetes taurinus,,Connochaetes,taurinus,515.9472,1,1,24.7,256.32,-999,-999,22.9,912
Bos taurus,,Bos,taurus,548,1,1,20,182.64,-999,-999,20,365.25
Phrynosoma taurus,,Phrynosoma,taurus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Microcebus tavaratra,,Microcebus,tavaratra,-999,-999,-999,-999,-999,-999,-999,-999,-999
Trachylepis tavaratra,,Trachylepis,tavaratra,-999,-999,-999,-999,-999,-999,-999,-999,-999
Kinyongia tavetana,,Kinyongia,tavetana,-999,11,-999,-999,-999,265.5,-999,-999,-999
Gekko tawaensis,,Gekko,tawaensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Rattus tawitawiensis,,Rattus,tawitawiensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Budorcas taxicolor,,Budorcas,taxicolor,913.08,1.17,1,21.9,118.55,-999,-999,19.58333333,730
Nerodia taxispilota,,Nerodia,taxispilota,-999,36,-999,-999,-999,-999,-999,-999,-999
Taxidea taxus,,Taxidea,taxus,223.7046,3,0.74,26,51.13248,-999,-999,26,441
Baiomys taylori,,Baiomys,taylori,59.3502,2.67,10,3.583333333,20.69648,-999,-999,3.13,75
Trachemys taylori,,Trachemys,taylori,2920,9.85,2,75,-999,60.43,-999,29.975,1460
Xenagama taylori,,Xenagama,taylori,-999,5,-999,-999,-999,46,-999,-999,-999
Anolis taylori,,Anolis,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Dibamus taylori,,Dibamus,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hemitheconyx taylori,,Hemitheconyx,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Gekko taylori,,Gekko,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Hemidactylus taylori,,Hemidactylus,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Latastia taylori,,Latastia,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Brachymeles taylori,,Brachymeles,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lankascincus taylori,,Lankascincus,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sphenomorphus taylori,,Sphenomorphus,taylori,-999,-999,-999,-999,-999,-999,-999,-999,-999
Agkistrodon taylori,,Agkistrodon,taylori,-999,-999,-999,24.3,-999,-999,-999,24.3,-999
Tchagra tchagra,,Tchagra,tchagra,-999,2.1,-999,-999,-999,-999,-999,-999,-999
Cyclemys tcheponensis,,Cyclemys,tcheponensis,-999,12.5,-999,-999,-999,-999,-999,-999,-999
Sceloporus teapensis,,Sceloporus,teapensis,-999,3.8,4.9,-999,-999,-999,-999,-999,-999
Pangshura tecta,,Pangshura,tecta,-999,7.5,-999,11,-999,70,-999,11,-999
Saxicola tectes,,Saxicola,tectes,-999,5.16,2,8.833333333,-999,14.5,14,8.833333333,-999
Hydromedusa tectifera,,Hydromedusa,tectifera,-999,4,-999,8.8,-999,107.5,-999,8.8,-999
Vanellus tectus,,Vanellus,tectus,-999,2.2,-999,-999,-999,-999,-999,-999,-999
Notharchus tectus,,Notharchus,tectus,-999,2,-999,-999,-999,-999,-999,-999,-999
Butastur teesa,,Butastur,teesa,-999,3,-999,-999,-999,-999,-999,-999,-999
Pericrocotus tegimae,,Pericrocotus,tegimae,-999,4.5,2,-999,-999,-999,-999,-999,-999
Scotinomys teguina,,Scotinomys,teguina,36.68134,2.625,3.83,3.658333333,20.84824,-999,-999,3.658333333,-999
Tupinambis teguixin,,Tupinambis,teguixin,-999,7.3,1,16.1,-999,154,-999,12.9,-999
Liolaemus tehuelche,,Liolaemus,tehuelche,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sporophila telasco,,Sporophila,telasco,-999,-999,-999,-999,-999,-999,-999,-999,-999
Varanus telenesetes,,Varanus,telenesetes,-999,-999,-999,-999,-999,-999,-999,-999,-999
Arses telescopthalmus,,Arses,telescopthalmus,-999,2,-999,-999,-999,-999,-999,-999,-999
Echinops telfairi,,Echinops,telfairi,278.42,5.49,1,19,29,-999,-999,13,365
Leiolopisma telfairii,,Leiolopisma,telfairii,-999,13,-999,-999,-999,58,-999,-999,-999
Liolaemus telsen,,Liolaemus,telsen,-999,-999,-999,-999,-999,-999,-999,-999,-999
Stylodipus telum,,Stylodipus,telum,-999,3.245,1,-999,-999,-999,-999,-999,-999
Mazama temama,,Mazama,temama,380.116,1.22,1,17.1,182.308,-999,-999,13.81666667,365
Afroedura tembulica,,Afroedura,tembulica,-999,-999,-999,-999,-999,-999,-999,-999,-999
Necromys temchuki,,Necromys,temchuki,-999,-999,-999,-999,-999,-999,-999,-999,-999
Crypsirina temia,,Crypsirina,temia,-999,3,-999,-999,-999,-999,-999,-999,-999
Sphenomorphus temmincki,,Sphenomorphus,temmincki,-999,-999,-999,-999,-999,-999,-999,-999,-999
Calidris temminckii,,Calidris,temminckii,455.226,4,2,12.91666667,-999,20.8,16,11.5,-999
Macrochelys temminckii,,Macrochelys,temminckii,4015,24.75,1,70.3,-999,84,-999,58.8,4015
Manis temminckii,,Manis,temminckii,755.15,1,1,3.158333333,47.44006,-999,-999,3.158333333,-999
Molossops temminckii,,Molossops,temminckii,-999,0.99,1,-999,38.5,-999,-999,-999,-999
Tragopan temminckii,,Tragopan,temminckii,-999,4,-999,-999,-999,-999,-999,-999,-999
Cursorius temminckii,,Cursorius,temminckii,-999,2,-999,-999,-999,-999,-999,-999,-999
Orthonyx temminckii,,Orthonyx,temminckii,-999,1.7,-999,-999,-999,-999,-999,-999,-999
Lyncornis temminckii,,Lyncornis,temminckii,-999,1.4,-999,-999,-999,-999,-999,-999,-999
Catopuma temminckii,,Catopuma,temminckii,639.078,1.28,-999,23.875,-999,-999,-999,21.5,-999
Coracias temminckii,,Coracias,temminckii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aethopyga temminckii,,Aethopyga,temminckii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Picumnus temminckii,,Picumnus,temminckii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Priotelus temnurus,,Priotelus,temnurus,-999,3.5,-999,-999,-999,-999,-999,-999,-999
Temnurus temnurus,,Temnurus,temnurus,-999,2,-999,-999,-999,-999,-999,-999,-999
Trioceros tempeli,,Trioceros,tempeli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Neochmia temporalis,,Neochmia,temporalis,-999,4.95,-999,-999,-999,14,15,-999,-999
Lophognathus temporalis,,Lophognathus,temporalis,-999,4.75,-999,-999,-999,-999,-999,-999,-999
Pomatostomus temporalis,,Pomatostomus,temporalis,-999,2.7,-999,5.333333333,-999,-999,-999,5.333333333,-999
Ploceus temporalis,,Ploceus,temporalis,-999,2.6,-999,-999,-999,-999,-999,-999,-999
Calyptotis temporalis,,Calyptotis,temporalis,-999,2,-999,-999,-999,-999,-999,-999,-999
Rhampholeon temporalis,,Rhampholeon,temporalis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Niviventer tenaster,,Niviventer,tenaster,-999,3.7,-999,0.833333333,-999,-999,-999,0.833333333,-999
Tyto tenebricosa,,Tyto,tenebricosa,-999,2,-999,-999,-999,42,84,-999,-999
Gallinula tenebrosa,,Gallinula,tenebrosa,-999,9,2,-999,-999,22.5,-999,-999,-999
Turdoides tenebrosa,,Turdoides,tenebrosa,-999,2.45,-999,-999,-999,-999,-999,-999,-999
Gerygone tenebrosa,,Gerygone,tenebrosa,-999,2.2,-999,-999,-999,-999,-999,-999,-999
Chelidoptera tenebrosa,,Chelidoptera,tenebrosa,-999,1.7,-999,-999,-999,-999,-999,-999,-999
Xanthomixis tenebrosa,,Xanthomixis,tenebrosa,-999,-999,-999,-999,-999,-999,-999,-999,-999
Colluricincla tenebrosa,,Colluricincla,tenebrosa,-999,-999,-999,-999,-999,-999,-999,-999,-999
Rhipidura tenebrosa,,Rhipidura,tenebrosa,-999,-999,-999,-999,-999,-999,-999,-999,-999
Murina tenebrosa,,Murina,tenebrosa,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phymaturus tenebrosus,,Phymaturus,tenebrosus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Neomixis tenella,,Neomixis,tenella,-999,2,-999,-999,-999,-999,-999,-999,-999
Phylloscopus tenellipes,,Phylloscopus,tenellipes,-999,5.5,-999,-999,-999,-999,-999,-999,-999
Tmetothylacus tenellus,,Tmetothylacus,tenellus,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Mus tenellus,,Mus,tenellus,-999,1.94,-999,-999,-999,-999,-999,-999,-999
Sorex tenellus,,Sorex,tenellus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Micrurus tener,,Micrurus,tener,-999,7.5,-999,19,-999,49,-999,12.9,-999
Calomys tener,,Calomys,tener,-999,4.975,-999,1.583333333,-999,-999,-999,1.583333333,-999
Loriculus tener,,Loriculus,tener,-999,4,-999,-999,-999,-999,-999,-999,-999
Cyanistes teneriffae,,Cyanistes,teneriffae,365,8,1.5,14.6,-999,13.5,-999,13.08316667,365
Plecotus teneriffae,,Plecotus,teneriffae,351.665,1.275,1,30,42.045,-999,-999,30,365
Megapodius tenimberensis,,Megapodius,tenimberensis,-999,9.25,14.5,-999,-999,-999,-999,-999,-999
Tadarida teniotis,,Tadarida,teniotis,365.25,1,-999,13,-999,-999,-999,13,-999
Ceratophora tennentii,,Ceratophora,tennentii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Erpeton tentaculatum,,Erpeton,tentaculatum,-999,-999,-999,13.6,-999,-999,-999,8.25,-999
Pangshura tentoria,,Pangshura,tentoria,-999,6.25,-999,11,-999,70,-999,11,-999
Psammobates tentorius,,Psammobates,tentorius,-999,1.376923077,1,-999,-999,-999,-999,-999,-999
Kinyongia tenue,,Kinyongia,tenue,-999,3.5,-999,-999,-999,219,-999,-999,-999
Thamnophilus tenuepunctatus,,Thamnophilus,tenuepunctatus,-999,2,-999,-999,-999,-999,-999,-999,-999
Hypsilurus tenuicephalus,,Hypsilurus,tenuicephalus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sphenomorphus tenuiculus,,Sphenomorphus,tenuiculus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Chamaesaura tenuior,,Chamaesaura,tenuior,-999,-999,-999,-999,-999,-999,-999,-999,-999
Neacomys tenuipes,,Neacomys,tenuipes,30.813,3.87,6.1,-999,-999,-999,-999,-999,-999
Neoromicia tenuipinnis,,Neoromicia,tenuipinnis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Planigale tenuirostris,,Planigale,tenuirostris,240,5.995,2,5.2,94.73,-999,-999,4,-999
Oriolus tenuirostris,,Oriolus,tenuirostris,-999,2.8,1,-999,-999,14,-999,-999,-999
Anous tenuirostris,,Anous,tenuirostris,-999,1,1,16.1,-999,35,42,16.09166667,-999
Puffinus tenuirostris,,Puffinus,tenuirostris,2191.5,1,1,39.9,-999,53.25,94,30,-999
Calidris tenuirostris,,Calidris,tenuirostris,-999,4,-999,-999,-999,-999,-999,-999,-999
Numenius tenuirostris,,Numenius,tenuirostris,-999,4,-999,-999,-999,-999,-999,-999,-999
Onychognathus tenuirostris,,Onychognathus,tenuirostris,-999,2.95,-999,-999,-999,-999,-999,-999,-999
Cacatua tenuirostris,,Cacatua,tenuirostris,-999,2.7,-999,43,-999,25,59,43,-999
Acanthorhynchus tenuirostris,,Acanthorhynchus,tenuirostris,-999,2.1,-999,14,-999,-999,-999,14,-999
Geositta tenuirostris,,Geositta,tenuirostris,-999,2,-999,-999,-999,-999,-999,-999,-999
Gyps tenuirostris,,Gyps,tenuirostris,1826.25,1,-999,-999,-999,50,-999,-999,-999
Macropygia tenuirostris,,Macropygia,tenuirostris,-999,1,-999,-999,-999,-999,-999,-999,-999
Coracina tenuirostris,,Coracina,tenuirostris,-999,1,-999,-999,-999,-999,-999,-999,-999
Xenops tenuirostris,,Xenops,tenuirostris,-999,-999,-999,-999,-999,-999,-999,-999,-999
Inezia tenuirostris,,Inezia,tenuirostris,-999,-999,-999,-999,-999,-999,-999,-999,-999
Zosterops tenuirostris,,Zosterops,tenuirostris,-999,-999,-999,-999,-999,-999,-999,-999,-999
Reithrodontomys tenuirostris,,Reithrodontomys,tenuirostris,-999,-999,-999,-999,-999,-999,-999,-999,-999
Pipistrellus tenuis,,Pipistrellus,tenuis,53.57,1.92,3,-999,44.8,-999,-999,-999,-999
Concinnia tenuis,,Concinnia,tenuis,-999,7,-999,-999,-999,-999,-999,-999,-999
Contia tenuis,,Contia,tenuis,-999,5,-999,-999,-999,-999,-999,-999,-999
Liolaemus tenuis,,Liolaemus,tenuis,-999,3.5,-999,-999,-999,60,-999,-999,-999
Sundasciurus tenuis,,Sundasciurus,tenuis,-999,3,-999,10,-999,-999,-999,9.991666667,-999
Crocidura tenuis,,Crocidura,tenuis,-999,1.615,-999,-999,-999,-999,-999,-999,-999
Proablepharus tenuis,,Proablepharus,tenuis,-999,1.5,-999,-999,-999,-999,-999,-999,-999
Aipysurus tenuis,,Aipysurus,tenuis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Seicercus tephrocephalus,,Seicercus,tephrocephalus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Leucosticte tephrocotis,,Leucosticte,tephrocotis,364.234,4.4,1.5,24,-999,13.5,19,6.591666667,365
Arizelocichla tephrolaema,,Arizelocichla,tephrolaema,-999,2,-999,-999,-999,-999,-999,-999,-999
Aeromys tephromelas,,Aeromys,tephromelas,-999,1.035,-999,-999,-999,-999,-999,-999,-999
Sitta tephronota,,Sitta,tephronota,-999,6.5,-999,-999,-999,-999,-999,-999,-999
Glaucidium tephronotum,,Glaucidium,tephronotum,-999,2.9,-999,-999,-999,-999,-999,-999,-999
Lanius tephronotus,,Lanius,tephronotus,363.468,4.9,2,-999,-999,14.5,-999,-999,-999
Turdus tephronotus,,Turdus,tephronotus,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Piliocolobus tephrosceles,,Piliocolobus,tephrosceles,1490.14656,1,-999,-999,665.93968,-999,-999,-999,-999
Lepidodactylus tepukapili,,Lepidodactylus,tepukapili,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lerista terdigitata,,Lerista,terdigitata,-999,-999,-999,-999,-999,-999,-999,-999,-999
Neomys teres,,Neomys,teres,159.789,5.53,1.8,3.1,32,-999,-999,3,106
Spermophilus tereticaudus,,Spermophilus,tereticaudus,325,5.855,1,8.9,38.97904,-999,-999,8.9,325
Aurivela tergolaevigata,,Aurivela,tergolaevigata,-999,-999,-999,-999,-999,-999,-999,-999,-999
Caledoniscincus terma,,Caledoniscincus,terma,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis terraealtae,,Anolis,terraealtae,-999,2,-999,7,-999,46.5,-999,7,-999
Aerodramus terraereginae,,Aerodramus,terraereginae,-999,1,-999,-999,-999,-999,-999,-999,-999
Trachemys terrapen,,Trachemys,terrapen,-999,4,-999,-999,-999,91,-999,-999,-999
Malaclemys terrapin,,Malaclemys,terrapin,2190,8.5,1.5,14.1,-999,84.5,-999,11.7,910
Ctenotus terrareginae,,Ctenotus,terrareginae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Phyllastrephus terrestris,,Phyllastrephus,terrestris,-999,2,-999,-999,-999,-999,-999,-999,-999
Trugon terrestris,,Trugon,terrestris,-999,1,-999,-999,-999,-999,-999,-999,-999
Tapirus terrestris,,Tapirus,terrestris,862.17,1,-999,39.6,289,-999,-999,35,1095
Dendrelaphis terrificus,,Dendrelaphis,terrificus,-999,4.5,-999,-999,-999,-999,-999,-999,-999
Rhynchopsitta terrisi,,Rhynchopsitta,terrisi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Calyptophilus tertius,,Calyptophilus,tertius,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis terueli,,Anolis,terueli,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aspidoscelis tesselata,,Aspidoscelis,tesselata,-999,3.5,1.2,-999,-999,45,-999,-999,-999
Nucras tessellata,,Nucras,tessellata,-999,3.9,1,-999,-999,-999,-999,-999,-999
Natrix tessellata,,Natrix,tessellata,-999,15,-999,2.7,-999,34,-999,2.5,-999
Trachylepis tessellata,,Trachylepis,tessellata,-999,-999,-999,-999,-999,-999,-999,-999,-999
Diplodactylus tessellatus,,Diplodactylus,tessellatus,-999,2,2,-999,-999,-999,-999,-999,-999
Arthrosaura testigensis,,Arthrosaura,testigensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Anolis tetarii,,Anolis,tetarii,-999,-999,-999,-999,-999,-999,-999,-999,-999
Elasmodactylus tetensis,,Elasmodactylus,tetensis,-999,-999,-999,-999,-999,-999,-999,-999,-999
Oceanodroma tethys,,Oceanodroma,tethys,-999,1,1,-999,-999,-999,-999,-999,-999
Carlia tetradactyla,,Carlia,tetradactyla,-999,2,2,-999,-999,-999,-999,-999,-999
Tamandua tetradactyla,,Tamandua,tetradactyla,365.116,1,1.35,19.55,-999,-999,-999,9.5,-999
Manis tetradactyla,,Manis,tetradactyla,755.15,1.05,1,5.325,-999,-999,-999,5.325,-999
Allactaga tetradactyla,,Allactaga,tetradactyla,-999,-999,-999,2.575,-999,-999,-999,2.575,-999
Sepsina tetradactyla,,Sepsina,tetradactyla,-999,-999,-999,-999,-999,-999,-999,-999,-999
Petrodromus tetradactylus,,Petrodromus,tetradactylus,-999,1.17,2,7.15,-999,-999,-999,7.15,-999
Saproscincus tetradactylus,,Saproscincus,tetradactylus,-999,2,-999,-999,-999,-999,-999,-999,-999
Oryzorictes tetradactylus,,Oryzorictes,tetradactylus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tetradactylus tetradactylus,,Tetradactylus,tetradactylus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Amapasaurus tetradactylus,,Amapasaurus,tetradactylus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Procellosaurinus tetradactylus,,Procellosaurinus,tetradactylus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sphenomorphus tetradactylus,,Sphenomorphus,tetradactylus,-999,-999,-999,-999,-999,-999,-999,-999,-999
Plestiodon tetragrammus,,Plestiodon,tetragrammus,-999,8.5,0.8,-999,-999,-999,-999,-999,-999
Tympanocryptis tetraporophora,,Tympanocryptis,tetraporophora,-999,8,-999,-999,-999,46.5,-999,-999,-999
Osteolaemus tetraspis,,Osteolaemus,tetraspis,1825,11.65,1,69,-999,97.5,-999,42.2,1825
Emoia tetrataenia,,Emoia,tetrataenia,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tetrax tetrax,,Tetrax,tetrax,636.069,3.5,1,-999,-999,21,27.5,-999,-999
Lyrurus tetrix,,Lyrurus,tetrix,455.101,8,1,12.25,-999,26,-999,12.225,365
Sousa teuszii,,Sousa,teuszii,2008.875,1,-999,20,913.2,-999,-999,17.5,2008.875
Pseudemys texana,,Pseudemys,texana,2374.09,13.25,2,44,-999,83,-999,40.31666667,1186.375
Cophosaurus texanus,,Cophosaurus,texanus,-999,5.55,3.1,-999,-999,-999,-999,-999,-999
Geomys texensis,,Geomys,texensis,92.8,3.39,1,12,34,-999,-999,7.2,91
Pseudonaja textilis,,Pseudonaja,textilis,372,12,-999,7,-999,41,-999,7,-999
Amytornis textilis,,Amytornis,textilis,-999,2,-999,-999,-999,-999,-999,-999,-999
Cisticola textrix,,Cisticola,textrix,-999,2.8,-999,-999,-999,-999,-999,-999,-999
Sphenomorphus textum,,Sphenomorphus,textum,-999,-999,-999,-999,-999,-999,-999,-999,-999
Fringilla teydea,,Fringilla,teydea,-999,2,-999,-999,-999,-999,-999,-999,-999
Teius teyou,,Teius,teyou,-999,5,1,-999,-999,-999,-999,-999,-999
Rhipidura teysmanni,,Rhipidura,teysmanni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Treron teysmannii,,Treron,teysmannii,-999,2,-999,-999,-999,13.5,-999,-999,-999
Pelecanus thagus,,Pelecanus,thagus,365,2.6,1,43,-999,29.5,76,31.08333333,730
Tropidophorus thai,,Tropidophorus,thai,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tachycineta thalassina,,Tachycineta,thalassina,363.468,4.5,1,9.083333333,-999,13.75,24,6.8,-999
Cissa thalassina,,Cissa,thalassina,-999,3,-999,-999,-999,-999,-999,-999,-999
Colibri thalassinus,,Colibri,thalassinus,-999,2,1.5,-999,-999,16.5,24,-999,-999
Petrosaurus thalassinus,,Petrosaurus,thalassinus,-999,14.5,-999,-999,-999,56,-999,-999,-999
Eumyias thalassinus,,Eumyias,thalassinus,-999,3.5,-999,-999,-999,-999,-999,-999,-999
Bradypodion thamnobates,,Bradypodion,thamnobates,-999,-999,-999,-999,-999,-999,-999,-999,-999
Capricornis thar,,Capricornis,thar,912,1,1,21,166.34,-999,-999,19.75,1004
Larus thayeri,,Larus,thayeri,1460,2.6,1,49,-999,26,40,33,1460
Nycteris thebaica,,Nycteris,thebaica,-999,1,1.25,-999,60.855,-999,-999,-999,-999
Galerida theklae,,Galerida,theklae,-999,4.07,-999,-999,-999,-999,-999,-999,-999
Mimus thenca,,Mimus,thenca,-999,3.5,-999,-999,-999,-999,-999,-999,-999
Phrynocephalus theobaldi,,Phrynocephalus,theobaldi,-999,2,1,-999,-999,-999,-999,-999,-999
Taphozous theobaldi,,Taphozous,theobaldi,-999,-999,-999,-999,-999,-999,-999,-999,-999
Ninox theomacha,,Ninox,theomacha,-999,2,-999,-999,-999,-999,-999,-999,-999
Monodelphis theresa,,Monodelphis,theresa,-999,-999,-999,-999,-999,-999,-999,-999,-999
Crocidura theresae,,Crocidura,theresae,-999,1.99,-999,-999,-999,-999,-999,-999,-999
Pyrgilauda theresae,,Pyrgilauda,theresae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Microlophus theresiae,,Microlophus,theresiae,-999,2.5,-999,-999,-999,-999,-999,-999,-999
Polytmus theresiae,,Polytmus,theresiae,-999,2,-999,-999,-999,-999,-999,-999,-999
Metallura theresiae,,Metallura,theresiae,-999,-999,-999,-999,-999,-999,-999,-999,-999
Microlophus theresioides,,Microlophus,theresioides,-999,-999,-999,-999,-999,-999,-999,-999,-999
Brookesia therezieni,,Brookesia,therezieni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Liolaemus thermarum,,Liolaemus,thermarum,-999,-999,-999,-999,-999,-999,-999,-999,-999
Mops thersites,,Mops,thersites,-999,1,2,-999,-999,-999,-999,-999,-999
Thylogale thetis,,Thylogale,thetis,591.095,1,1.56,9,209.7,-999,-999,9,-999
Macaca thibetana,,Macaca,thibetana,1453.62336,1,0.605,30,414.725,-999,-999,28.1,2099
Ochotona thibetana,,Ochotona,thibetana,-999,2.93,-999,-999,-999,-999,-999,-999,-999
Spinus thibetana,,Spinus,thibetana,-999,-999,-999,-999,-999,-999,-999,-999,-999
Sorex thibetanus,,Sorex,thibetanus,327.65256,5.905,1.5,2,24.53312,-999,-999,2,-999
Ursus thibetanus,,Ursus,thibetanus,1015,1.67,1.1,39.2,98.917,-999,-999,37.42083333,1095
Brookesia thieli,,Brookesia,thieli,-999,11,-999,-999,-999,110.5,-999,-999,-999
Chalcides thierryi,,Chalcides,thierryi,-999,6.3,1.4,14,-999,-999,-999,11.45,-999
Genetta thierryi,,Genetta,thierryi,-999,-999,-999,4.908333333,-999,-999,-999,4.908333333,-999
Agelasticus thilius,,Agelasticus,thilius,-999,3,-999,-999,-999,-999,-999,-999,-999
Cyrtodactylus thirakhupti,,Cyrtodactylus,thirakhupti,-999,-999,-999,-999,-999,-999,-999,-999,-999
Myrmecocichla tholloni,,Myrmecocichla,tholloni,-999,2,-999,-999,-999,-999,-999,-999,-999
Piliocolobus tholloni,,Piliocolobus,tholloni,1490.14656,1,-999,-999,665.93968,-999,-999,-999,-999
Grayia tholloni,,Grayia,tholloni,-999,-999,-999,-999,-999,-999,-999,-999,-999
Galago thomasi,,Galago,thomasi,345.24,1.29,1,14,45.654,-999,-999,13.39583333,270
Uromastyx thomasi,,Uromastyx,thomasi,-999,12.5,-999,-999,-999,91,-999,-999,-999
Microtus thomasi,,Microtus,thomasi,-999,4.32,-999,-999,-999,-999,-999,-999,-999
